SNR_Target_dB, MSE_LS                , MSE_LMMSE             , Gain_dB
-5.0         , 0.1202531865739358    , 0.11946135672668456   , 0.028691507764937882
-5.0         , 0.22767011115873617   , 0.22372340238968633   , 0.07594604123113516
-5.0         , 0.024858940273963667  , 0.02471409089385537   , 0.025379713136579742
-5.0         , 0.005831395494940825  , 0.005785700944801215  , 0.03416515206921754
-5.0         , 0.15251350183146933   , 0.15268144912675385   , -0.004779803252063746
-5.0         , 0.014971768040230949  , 0.014895344905335206  , 0.02222526045365374
-5.0         , 0.19226074830293594   , 0.1894745170976387    , 0.0633981942897017
-5.0         , 0.008226205950888897  , 0.008065050286361784  , 0.08592498683468322
-5.0         , 0.04924919345660037   , 0.0504025322149152    , -0.10053233331878181
-5.0         , 0.09769896941466312   , 0.09544885169078876   , 0.10119274625451832
-5.0         , 0.2908405515723859    , 0.2848143664463411    , 0.09093067646337612
-5.0         , 0.09052070321679558   , 0.09015985091074796   , 0.017347342598394988
-5.0         , 0.6592743093110706    , 0.6576633514667711    , 0.010625111152379497
-5.0         , 0.059386958378097675  , 0.059086135451346465  , 0.0220549685451593
-5.0         , 0.04756946248784407   , 0.0471516918036148    , 0.038309642805430595
-5.0         , 0.0023073136982895447 , 0.0023913847574501524 , -0.15542812304119835
-5.0         , 0.022546335640918774  , 0.021727945201714196  , 0.1605731062968642
-5.0         , 0.10262578345804707   , 0.09989051610196586   , 0.11732228604739577
-5.0         , 0.22898157255070842   , 0.22506482483484613   , 0.07492908762566189
-5.0         , 0.02461631640392147   , 0.02427464649438893   , 0.06070151341778249
-5.0         , 0.06100279238813189   , 0.059942268195334464  , 0.07616542712941782
-5.0         , 0.0654245036512708    , 0.06352316917731698   , 0.12808279556232743
-5.0         , 0.23153624490360256   , 0.22850047997508702   , 0.05731868885193438
-5.0         , 0.02435265840691359   , 0.024416364968244685  , -0.011346310370625303
-5.0         , 0.03309599767925296   , 0.032951685740140874  , 0.0189784032751232
-5.0         , 0.37665464559541134   , 0.3715367201182505    , 0.05941585438207882
-5.0         , 0.03429313566908793   , 0.033290604277312834  , 0.1288551924943485
-5.0         , 0.033656407930017     , 0.0333454332747421    , 0.04031398067349483
-5.0         , 0.04488787895348359   , 0.04509501550093409   , -0.019994559855029872
-5.0         , 0.15590183691275017   , 0.1526975508071723    , 0.09019161047299008
-5.0         , 0.0020339140269485237 , 0.0020149009001644252 , 0.04078900563547147
-5.0         , 1.1627035870671538    , 1.1398675898357087    , 0.08614606892391533
-5.0         , 0.014501679055597719  , 0.014457197946338667  , 0.013341619214912222
-5.0         , 0.05288532087243412   , 0.0518094968726673    , 0.08925768873714104
-5.0         , 0.024168498763376317  , 0.02441217032203592   , -0.04356716479703665
-5.0         , 0.22126849705017382   , 0.21753811659819178   , 0.07384221773235532
-5.0         , 0.017475135715438055  , 0.017045889169891332  , 0.1080089685890501
-5.0         , 0.24001558658194166   , 0.23941506440015817   , 0.010879721839644824
-5.0         , 0.05796376903852953   , 0.05771304290425405   , 0.018826443307709897
-5.0         , 0.05078333864925136   , 0.04996582609874655   , 0.07048177183936039
-5.0         , 0.06396437244468729   , 0.06360132849512884   , 0.02471956152662704
-5.0         , 0.05919082763644903   , 0.05816567716273759   , 0.07587624042470215
-5.0         , 0.42505981958480016   , 0.419318782316419     , 0.05905737596189575
-5.0         , 0.11490242718106512   , 0.11471950596585433   , 0.006919346954794113
-5.0         , 0.02263972846220415   , 0.022173517456399897  , 0.09036621568930975
-5.0         , 0.11163845580275572   , 0.10986921677470474   , 0.06937792072583185
-5.0         , 0.17533976030726817   , 0.1736333523091005    , 0.04247258354518922
-5.0         , 0.08856912079861705   , 0.08589032194321539   , 0.13338102963969897
-5.0         , 0.24872390518430634   , 0.24769496592370407   , 0.018003476863488008
-5.0         , 0.05389508278497066   , 0.05349883555272267   , 0.032048140158654564
-5.0         , 0.016161314256856123  , 0.016025596740592105  , 0.03662465014452662
-5.0         , 0.30029258424519406   , 0.293337942276712     , 0.10176366241486283
-5.0         , 0.015232751785220924  , 0.015004590874084333  , 0.06554207258676384
-5.0         , 0.07890758951616478   , 0.07856192105454639   , 0.0190668207495441
